Mark_ID,Student_ID,Course_ID,Assignment,Quiz,Mid_Sem,End_Sem,Total,Grade,Grade_Point
MRK8290,STU0829,CRS140,7,8,13,41,69,B,7
MRK8291,STU0830,CRS131,5,8,16,21,50,C,6
MRK8292,STU0830,CRS132,10,6,23,20,59,C,6
MRK8293,STU0830,CRS133,6,8,26,24,64,B,7
MRK8294,STU0830,CRS134,9,6,29,37,81,A,9
MRK8295,STU0830,CRS135,8,9,25,35,77,B+,8
MRK8296,STU0830,CRS136,7,9,25,40,81,A,9
MRK8297,STU0830,CRS137,6,6,10,24,46,D,5
MRK8298,STU0830,CRS138,5,8,29,46,88,A,9
MRK8299,STU0830,CRS139,5,9,19,18,51,C,6
MRK8300,STU0830,CRS140,7,8,11,28,54,C,6
MRK8301,STU0831,CRS131,9,6,13,47,75,B+,8
MRK8302,STU0831,CRS132,5,4,16,40,65,B,7
MRK8303,STU0831,CRS133,8,5,25,42,80,A,9
MRK8304,STU0831,CRS134,6,8,12,31,57,C,6
MRK8305,STU0831,CRS135,8,9,22,45,84,A,9
MRK8306,STU0831,CRS136,9,8,12,35,64,B,7
MRK8307,STU0831,CRS137,8,10,10,29,57,C,6
MRK8308,STU0831,CRS138,9,5,15,34,63,B,7
MRK8309,STU0831,CRS139,6,5,21,27,59,C,6
MRK8310,STU0831,CRS140,5,9,23,39,76,B+,8
MRK8311,STU0832,CRS131,10,5,18,21,54,C,6
MRK8312,STU0832,CRS132,10,8,19,41,78,B+,8
MRK8313,STU0832,CRS133,10,8,15,37,70,B+,8
MRK8314,STU0832,CRS134,7,10,14,27,58,C,6
MRK8315,STU0832,CRS135,8,10,19,29,66,B,7
MRK8316,STU0832,CRS136,9,5,21,18,53,C,6
MRK8317,STU0832,CRS137,9,4,25,25,63,B,7
MRK8318,STU0832,CRS138,8,7,24,48,87,A,9
MRK8319,STU0832,CRS139,8,9,22,30,69,B,7
MRK8320,STU0832,CRS140,9,10,20,19,58,C,6
MRK8321,STU0833,CRS131,8,10,17,41,76,B+,8
MRK8322,STU0833,CRS132,9,5,26,45,85,A,9
MRK8323,STU0833,CRS133,10,8,20,24,62,B,7
MRK8324,STU0833,CRS134,5,4,10,41,60,B,7
MRK8325,STU0833,CRS135,7,10,16,46,79,B+,8
MRK8326,STU0833,CRS136,7,9,12,49,77,B+,8
MRK8327,STU0833,CRS137,8,4,14,49,75,B+,8
MRK8328,STU0833,CRS138,6,10,20,41,77,B+,8
MRK8329,STU0833,CRS139,6,7,29,40,82,A,9
MRK8330,STU0833,CRS140,10,10,12,47,79,B+,8
MRK8331,STU0834,CRS131,10,7,18,18,53,C,6
MRK8332,STU0834,CRS132,7,7,13,46,73,B+,8
MRK8333,STU0834,CRS133,5,6,14,35,60,B,7
MRK8334,STU0834,CRS134,5,4,16,32,57,C,6
MRK8335,STU0834,CRS135,5,7,16,32,60,B,7
MRK8336,STU0834,CRS136,8,9,21,41,79,B+,8
MRK8337,STU0834,CRS137,7,6,17,18,48,D,5
MRK8338,STU0834,CRS138,7,4,15,34,60,B,7
MRK8339,STU0834,CRS139,10,5,19,24,58,C,6
MRK8340,STU0834,CRS140,6,5,11,31,53,C,6
MRK8341,STU0835,CRS131,9,6,11,48,74,B+,8
MRK8342,STU0835,CRS132,6,10,19,43,78,B+,8
MRK8343,STU0835,CRS133,7,10,20,19,56,C,6
MRK8344,STU0835,CRS134,6,5,16,18,45,D,5
MRK8345,STU0835,CRS135,5,7,15,45,72,B+,8
MRK8346,STU0835,CRS136,9,7,22,45,83,A,9
MRK8347,STU0835,CRS137,7,4,17,26,54,C,6
MRK8348,STU0835,CRS138,6,8,19,38,71,B+,8
MRK8349,STU0835,CRS139,7,4,10,46,67,B,7
MRK8350,STU0835,CRS140,5,5,19,28,57,C,6
MRK8351,STU0836,CRS131,5,5,18,23,51,C,6
MRK8352,STU0836,CRS132,9,9,22,42,82,A,9
MRK8353,STU0836,CRS133,6,8,16,25,55,C,6
MRK8354,STU0836,CRS134,8,5,19,27,59,C,6
MRK8355,STU0836,CRS135,9,7,16,27,59,C,6
MRK8356,STU0836,CRS136,5,7,10,39,61,B,7
MRK8357,STU0836,CRS137,5,6,20,43,74,B+,8
MRK8358,STU0836,CRS138,8,8,25,47,88,A,9
MRK8359,STU0836,CRS139,6,5,30,47,88,A,9
MRK8360,STU0836,CRS140,7,8,25,33,73,B+,8
MRK8361,STU0837,CRS131,5,4,27,33,69,B,7
MRK8362,STU0837,CRS132,8,7,15,40,70,B+,8
MRK8363,STU0837,CRS133,8,9,30,44,91,A+,10
MRK8364,STU0837,CRS134,5,5,11,39,60,B,7
MRK8365,STU0837,CRS135,5,5,14,35,59,C,6
MRK8366,STU0837,CRS136,6,4,14,31,55,C,6
MRK8367,STU0837,CRS137,8,7,30,19,64,B,7
MRK8368,STU0837,CRS138,10,6,27,42,85,A,9
MRK8369,STU0837,CRS139,6,6,17,46,75,B+,8
MRK8370,STU0837,CRS140,6,5,24,19,54,C,6
MRK8371,STU0838,CRS131,10,5,20,36,71,B+,8
MRK8372,STU0838,CRS132,7,10,15,43,75,B+,8
MRK8373,STU0838,CRS133,5,7,13,28,53,C,6
MRK8374,STU0838,CRS134,8,4,27,25,64,B,7
MRK8375,STU0838,CRS135,8,4,11,44,67,B,7
MRK8376,STU0838,CRS136,10,7,11,36,64,B,7
MRK8377,STU0838,CRS137,10,8,11,38,67,B,7
MRK8378,STU0838,CRS138,7,7,13,38,65,B,7
MRK8379,STU0838,CRS139,9,10,12,46,77,B+,8
MRK8380,STU0838,CRS140,9,8,30,39,86,A,9
MRK8381,STU0839,CRS131,5,9,14,48,76,B+,8
MRK8382,STU0839,CRS132,9,10,18,23,60,B,7
MRK8383,STU0839,CRS133,6,6,15,34,61,B,7
MRK8384,STU0839,CRS134,7,10,15,28,60,B,7
MRK8385,STU0839,CRS135,10,5,25,28,68,B,7
MRK8386,STU0839,CRS136,9,10,19,25,63,B,7
MRK8387,STU0839,CRS137,8,7,21,31,67,B,7
MRK8388,STU0839,CRS138,10,7,16,47,80,A,9
MRK8389,STU0839,CRS139,9,10,20,41,80,A,9
MRK8390,STU0839,CRS140,5,9,26,25,65,B,7
MRK8391,STU0840,CRS131,8,10,17,19,54,C,6
MRK8392,STU0840,CRS132,10,9,19,36,74,B+,8
MRK8393,STU0840,CRS133,8,8,30,24,70,B+,8
MRK8394,STU0840,CRS134,5,7,18,29,59,C,6
MRK8395,STU0840,CRS135,7,5,24,39,75,B+,8
MRK8396,STU0840,CRS136,6,5,26,36,73,B+,8
MRK8397,STU0840,CRS137,6,8,28,18,60,B,7
MRK8398,STU0840,CRS138,6,9,24,26,65,B,7
MRK8399,STU0840,CRS139,10,8,30,30,78,B+,8
MRK8400,STU0840,CRS140,9,6,30,22,67,B,7
MRK8401,STU0841,CRS141,5,6,29,21,61,B,7
MRK8402,STU0841,CRS142,5,4,30,48,87,A,9
MRK8403,STU0841,CRS143,5,5,15,38,63,B,7
MRK8404,STU0841,CRS144,6,6,20,29,61,B,7
MRK8405,STU0841,CRS145,6,8,19,40,73,B+,8
MRK8406,STU0841,CRS146,9,6,30,34,79,B+,8
MRK8407,STU0841,CRS147,9,9,27,35,80,A,9
MRK8408,STU0841,CRS148,7,5,26,21,59,C,6
MRK8409,STU0841,CRS149,8,6,26,18,58,C,6
MRK8410,STU0841,CRS150,9,4,17,19,49,D,5
MRK8411,STU0842,CRS141,9,6,14,44,73,B+,8
MRK8412,STU0842,CRS142,6,7,10,44,67,B,7
MRK8413,STU0842,CRS143,10,9,26,18,63,B,7
MRK8414,STU0842,CRS144,8,7,10,21,46,D,5
MRK8415,STU0842,CRS145,6,8,20,22,56,C,6
MRK8416,STU0842,CRS146,5,10,12,22,49,D,5
MRK8417,STU0842,CRS147,6,10,29,46,91,A+,10
MRK8418,STU0842,CRS148,6,9,16,45,76,B+,8
MRK8419,STU0842,CRS149,7,8,13,38,66,B,7
MRK8420,STU0842,CRS150,9,8,16,49,82,A,9
MRK8421,STU0843,CRS141,7,7,10,21,45,D,5
MRK8422,STU0843,CRS142,8,5,15,50,78,B+,8
MRK8423,STU0843,CRS143,9,4,23,36,72,B+,8
MRK8424,STU0843,CRS144,6,8,18,45,77,B+,8
MRK8425,STU0843,CRS145,5,4,24,37,70,B+,8
MRK8426,STU0843,CRS146,9,8,10,29,56,C,6
MRK8427,STU0843,CRS147,10,8,12,38,68,B,7
MRK8428,STU0843,CRS148,5,8,13,23,49,D,5
MRK8429,STU0843,CRS149,5,8,23,33,69,B,7
MRK8430,STU0843,CRS150,6,6,15,30,57,C,6
MRK8431,STU0844,CRS141,6,8,20,47,81,A,9
MRK8432,STU0844,CRS142,9,6,29,44,88,A,9
MRK8433,STU0844,CRS143,5,9,10,26,50,C,6
MRK8434,STU0844,CRS144,10,7,15,33,65,B,7
MRK8435,STU0844,CRS145,10,6,19,26,61,B,7
MRK8436,STU0844,CRS146,6,4,25,33,68,B,7
MRK8437,STU0844,CRS147,6,9,28,42,85,A,9
MRK8438,STU0844,CRS148,6,4,23,50,83,A,9
MRK8439,STU0844,CRS149,6,10,16,46,78,B+,8
MRK8440,STU0844,CRS150,8,6,20,24,58,C,6
MRK8441,STU0845,CRS141,10,9,19,43,81,A,9
MRK8442,STU0845,CRS142,7,6,24,37,74,B+,8
MRK8443,STU0845,CRS143,6,10,20,18,54,C,6
MRK8444,STU0845,CRS144,6,7,30,50,93,A+,10
MRK8445,STU0845,CRS145,5,7,21,29,62,B,7
MRK8446,STU0845,CRS146,9,9,20,45,83,A,9
MRK8447,STU0845,CRS147,6,10,10,25,51,C,6
MRK8448,STU0845,CRS148,7,10,17,30,64,B,7
MRK8449,STU0845,CRS149,10,7,13,45,75,B+,8
MRK8450,STU0845,CRS150,5,6,25,39,75,B+,8
MRK8451,STU0846,CRS141,6,5,21,33,65,B,7
MRK8452,STU0846,CRS142,8,7,26,50,91,A+,10
MRK8453,STU0846,CRS143,8,7,18,19,52,C,6
MRK8454,STU0846,CRS144,10,6,30,39,85,A,9
MRK8455,STU0846,CRS145,10,5,13,19,47,D,5
MRK8456,STU0846,CRS146,9,10,28,25,72,B+,8
MRK8457,STU0846,CRS147,5,5,18,40,68,B,7
MRK8458,STU0846,CRS148,7,9,13,22,51,C,6
MRK8459,STU0846,CRS149,5,4,21,19,49,D,5
MRK8460,STU0846,CRS150,5,6,23,40,74,B+,8
MRK8461,STU0847,CRS141,8,7,23,34,72,B+,8
MRK8462,STU0847,CRS142,7,5,27,49,88,A,9
MRK8463,STU0847,CRS143,9,9,30,32,80,A,9
MRK8464,STU0847,CRS144,8,10,30,48,96,A+,10
MRK8465,STU0847,CRS145,10,10,13,48,81,A,9
MRK8466,STU0847,CRS146,10,5,12,39,66,B,7
MRK8467,STU0847,CRS147,8,10,18,29,65,B,7
MRK8468,STU0847,CRS148,8,6,29,40,83,A,9
MRK8469,STU0847,CRS149,7,8,19,33,67,B,7
MRK8470,STU0847,CRS150,8,6,24,20,58,C,6
MRK8471,STU0848,CRS141,6,5,25,49,85,A,9
MRK8472,STU0848,CRS142,8,8,21,45,82,A,9
MRK8473,STU0848,CRS143,7,9,12,24,52,C,6
MRK8474,STU0848,CRS144,7,7,26,44,84,A,9
MRK8475,STU0848,CRS145,9,6,21,47,83,A,9
MRK8476,STU0848,CRS146,8,5,18,27,58,C,6
MRK8477,STU0848,CRS147,10,5,29,22,66,B,7
MRK8478,STU0848,CRS148,6,5,20,28,59,C,6
MRK8479,STU0848,CRS149,6,7,25,45,83,A,9
MRK8480,STU0848,CRS150,7,8,24,41,80,A,9
MRK8481,STU0849,CRS141,7,9,11,39,66,B,7
MRK8482,STU0849,CRS142,8,10,14,41,73,B+,8
MRK8483,STU0849,CRS143,8,9,22,48,87,A,9
MRK8484,STU0849,CRS144,5,8,22,32,67,B,7
MRK8485,STU0849,CRS145,9,10,29,21,69,B,7
MRK8486,STU0849,CRS146,10,4,10,36,60,B,7
MRK8487,STU0849,CRS147,9,9,17,47,82,A,9
MRK8488,STU0849,CRS148,9,7,25,20,61,B,7
MRK8489,STU0849,CRS149,6,6,17,25,54,C,6
MRK8490,STU0849,CRS150,5,9,24,24,62,B,7
MRK8491,STU0850,CRS141,6,4,10,26,46,D,5
MRK8492,STU0850,CRS142,8,4,20,45,77,B+,8
MRK8493,STU0850,CRS143,9,7,22,35,73,B+,8
MRK8494,STU0850,CRS144,9,7,15,49,80,A,9
MRK8495,STU0850,CRS145,10,10,12,45,77,B+,8
MRK8496,STU0850,CRS146,9,8,10,25,52,C,6
MRK8497,STU0850,CRS147,8,5,17,26,56,C,6
MRK8498,STU0850,CRS148,7,6,28,21,62,B,7
MRK8499,STU0850,CRS149,7,8,18,39,72,B+,8
MRK8500,STU0850,CRS150,9,10,24,35,78,B+,8
MRK8501,STU0851,CRS141,8,10,17,26,61,B,7
MRK8502,STU0851,CRS142,5,9,21,41,76,B+,8
MRK8503,STU0851,CRS143,7,5,16,29,57,C,6
MRK8504,STU0851,CRS144,10,5,24,27,66,B,7
MRK8505,STU0851,CRS145,7,8,17,24,56,C,6
MRK8506,STU0851,CRS146,10,10,16,36,72,B+,8
MRK8507,STU0851,CRS147,8,7,22,28,65,B,7
MRK8508,STU0851,CRS148,7,9,23,49,88,A,9
MRK8509,STU0851,CRS149,8,4,21,45,78,B+,8
MRK8510,STU0851,CRS150,9,9,26,20,64,B,7
MRK8511,STU0852,CRS141,7,9,15,49,80,A,9
MRK8512,STU0852,CRS142,6,5,12,44,67,B,7
MRK8513,STU0852,CRS143,8,6,10,31,55,C,6
MRK8514,STU0852,CRS144,6,5,22,30,63,B,7
MRK8515,STU0852,CRS145,7,8,22,24,61,B,7
MRK8516,STU0852,CRS146,6,4,21,48,79,B+,8
MRK8517,STU0852,CRS147,8,5,17,39,69,B,7
MRK8518,STU0852,CRS148,9,10,11,18,48,D,5
MRK8519,STU0852,CRS149,5,7,22,24,58,C,6
MRK8520,STU0852,CRS150,5,7,28,33,73,B+,8
MRK8521,STU0853,CRS141,6,7,28,42,83,A,9
MRK8522,STU0853,CRS142,9,5,16,33,63,B,7
MRK8523,STU0853,CRS143,6,9,26,28,69,B,7
MRK8524,STU0853,CRS144,9,8,13,34,64,B,7
MRK8525,STU0853,CRS145,6,7,17,32,62,B,7
MRK8526,STU0853,CRS146,7,10,20,38,75,B+,8
MRK8527,STU0853,CRS147,8,5,27,19,59,C,6
MRK8528,STU0853,CRS148,10,5,30,19,64,B,7
MRK8529,STU0853,CRS149,9,6,30,36,81,A,9
MRK8530,STU0853,CRS150,7,5,16,50,78,B+,8
MRK8531,STU0854,CRS141,7,9,18,22,56,C,6
MRK8532,STU0854,CRS142,7,10,14,49,80,A,9
MRK8533,STU0854,CRS143,9,5,23,20,57,C,6
MRK8534,STU0854,CRS144,7,4,28,19,58,C,6
MRK8535,STU0854,CRS145,10,9,15,45,79,B+,8
MRK8536,STU0854,CRS146,9,8,16,43,76,B+,8
MRK8537,STU0854,CRS147,7,4,15,36,62,B,7
MRK8538,STU0854,CRS148,9,4,29,26,68,B,7
MRK8539,STU0854,CRS149,5,6,22,43,76,B+,8
MRK8540,STU0854,CRS150,6,6,22,33,67,B,7
MRK8541,STU0855,CRS141,8,8,19,25,60,B,7
MRK8542,STU0855,CRS142,8,9,24,50,91,A+,10
MRK8543,STU0855,CRS143,6,4,22,32,64,B,7
MRK8544,STU0855,CRS144,6,8,10,23,47,D,5
MRK8545,STU0855,CRS145,8,6,24,34,72,B+,8
MRK8546,STU0855,CRS146,5,4,20,34,63,B,7
MRK8547,STU0855,CRS147,5,6,14,27,52,C,6
MRK8548,STU0855,CRS148,6,7,12,46,71,B+,8
MRK8549,STU0855,CRS149,8,10,18,30,66,B,7
MRK8550,STU0855,CRS150,10,10,20,26,66,B,7
MRK8551,STU0856,CRS141,6,7,12,27,52,C,6
MRK8552,STU0856,CRS142,8,9,23,43,83,A,9
MRK8553,STU0856,CRS143,5,4,11,24,44,D,5
MRK8554,STU0856,CRS144,10,6,11,36,63,B,7
MRK8555,STU0856,CRS145,6,10,28,24,68,B,7
MRK8556,STU0856,CRS146,7,4,10,27,48,D,5
MRK8557,STU0856,CRS147,9,8,17,24,58,C,6
MRK8558,STU0856,CRS148,7,5,20,26,58,C,6
MRK8559,STU0856,CRS149,7,6,19,48,80,A,9
MRK8560,STU0856,CRS150,5,8,28,45,86,A,9
MRK8561,STU0857,CRS141,8,5,22,38,73,B+,8
MRK8562,STU0857,CRS142,8,4,25,36,73,B+,8
MRK8563,STU0857,CRS143,8,8,13,39,68,B,7
MRK8564,STU0857,CRS144,10,4,23,35,72,B+,8
MRK8565,STU0857,CRS145,10,4,30,29,73,B+,8
MRK8566,STU0857,CRS146,10,9,28,37,84,A,9
MRK8567,STU0857,CRS147,8,6,25,28,67,B,7
MRK8568,STU0857,CRS148,5,8,18,34,65,B,7
MRK8569,STU0857,CRS149,5,7,27,37,76,B+,8
MRK8570,STU0857,CRS150,6,7,14,19,46,D,5
MRK8571,STU0858,CRS141,6,5,23,24,58,C,6
MRK8572,STU0858,CRS142,7,7,19,32,65,B,7
MRK8573,STU0858,CRS143,9,9,16,20,54,C,6
MRK8574,STU0858,CRS144,7,10,19,18,54,C,6
MRK8575,STU0858,CRS145,10,6,12,27,55,C,6
MRK8576,STU0858,CRS146,7,8,18,36,69,B,7
MRK8577,STU0858,CRS147,9,4,13,31,57,C,6
MRK8578,STU0858,CRS148,5,5,11,35,56,C,6
MRK8579,STU0858,CRS149,5,8,29,30,72,B+,8
MRK8580,STU0858,CRS150,7,8,25,24,64,B,7
MRK8581,STU0859,CRS141,8,8,18,44,78,B+,8
MRK8582,STU0859,CRS142,5,6,26,49,86,A,9
MRK8583,STU0859,CRS143,6,6,22,22,56,C,6
MRK8584,STU0859,CRS144,7,8,14,28,57,C,6
MRK8585,STU0859,CRS145,6,10,25,48,89,A,9
MRK8586,STU0859,CRS146,6,5,10,44,65,B,7
MRK8587,STU0859,CRS147,9,9,26,46,90,A+,10
MRK8588,STU0859,CRS148,9,9,14,32,64,B,7
MRK8589,STU0859,CRS149,6,9,12,46,73,B+,8
MRK8590,STU0859,CRS150,7,10,27,22,66,B,7
MRK8591,STU0860,CRS141,9,10,28,18,65,B,7
MRK8592,STU0860,CRS142,5,6,17,31,59,C,6
MRK8593,STU0860,CRS143,9,5,30,24,68,B,7
MRK8594,STU0860,CRS144,9,9,21,48,87,A,9
MRK8595,STU0860,CRS145,8,9,29,45,91,A+,10
MRK8596,STU0860,CRS146,10,5,25,25,65,B,7
MRK8597,STU0860,CRS147,8,7,12,39,66,B,7
MRK8598,STU0860,CRS148,6,8,24,30,68,B,7
MRK8599,STU0860,CRS149,10,8,26,41,85,A,9
MRK8600,STU0860,CRS150,9,7,24,34,74,B+,8
MRK8601,STU0861,CRS141,7,9,12,50,78,B+,8
MRK8602,STU0861,CRS142,10,7,30,44,91,A+,10
MRK8603,STU0861,CRS143,6,10,21,43,80,A,9
MRK8604,STU0861,CRS144,8,9,28,43,88,A,9
MRK8605,STU0861,CRS145,8,4,30,27,69,B,7
MRK8606,STU0861,CRS146,5,9,29,49,92,A+,10
MRK8607,STU0861,CRS147,6,6,20,19,51,C,6
MRK8608,STU0861,CRS148,8,4,22,33,67,B,7
MRK8609,STU0861,CRS149,9,9,26,41,85,A,9
MRK8610,STU0861,CRS150,6,9,14,46,75,B+,8
MRK8611,STU0862,CRS141,5,8,30,40,83,A,9
MRK8612,STU0862,CRS142,8,9,24,19,60,B,7
MRK8613,STU0862,CRS143,7,6,26,21,60,B,7
MRK8614,STU0862,CRS144,6,6,10,27,49,D,5
MRK8615,STU0862,CRS145,5,4,29,24,62,B,7
MRK8616,STU0862,CRS146,9,7,13,39,68,B,7
MRK8617,STU0862,CRS147,5,10,17,24,56,C,6
MRK8618,STU0862,CRS148,8,9,27,43,87,A,9
MRK8619,STU0862,CRS149,8,5,22,21,56,C,6
MRK8620,STU0862,CRS150,7,6,26,23,62,B,7
MRK8621,STU0863,CRS141,5,8,28,41,82,A,9
MRK8622,STU0863,CRS142,5,8,26,32,71,B+,8
MRK8623,STU0863,CRS143,8,7,14,30,59,C,6
MRK8624,STU0863,CRS144,8,9,17,30,64,B,7
MRK8625,STU0863,CRS145,8,8,14,19,49,D,5
MRK8626,STU0863,CRS146,6,4,26,47,83,A,9
MRK8627,STU0863,CRS147,8,6,26,45,85,A,9
MRK8628,STU0863,CRS148,7,7,11,37,62,B,7
MRK8629,STU0863,CRS149,5,4,20,19,48,D,5
MRK8630,STU0863,CRS150,10,9,24,19,62,B,7
MRK8631,STU0864,CRS141,5,6,17,32,60,B,7
MRK8632,STU0864,CRS142,7,6,30,20,63,B,7
MRK8633,STU0864,CRS143,10,8,16,46,80,A,9
MRK8634,STU0864,CRS144,5,7,27,37,76,B+,8
MRK8635,STU0864,CRS145,7,4,26,29,66,B,7
MRK8636,STU0864,CRS146,6,10,19,38,73,B+,8
MRK8637,STU0864,CRS147,7,9,10,23,49,D,5
MRK8638,STU0864,CRS148,10,8,10,20,48,D,5
MRK8639,STU0864,CRS149,5,5,17,19,46,D,5
MRK8640,STU0864,CRS150,6,4,13,27,50,C,6
MRK8641,STU0865,CRS141,8,9,24,34,75,B+,8
MRK8642,STU0865,CRS142,7,6,26,39,78,B+,8
MRK8643,STU0865,CRS143,7,7,25,37,76,B+,8
MRK8644,STU0865,CRS144,5,7,26,24,62,B,7
MRK8645,STU0865,CRS145,7,7,14,46,74,B+,8
MRK8646,STU0865,CRS146,10,8,22,48,88,A,9
MRK8647,STU0865,CRS147,6,6,28,41,81,A,9
MRK8648,STU0865,CRS148,7,10,17,34,68,B,7
MRK8649,STU0865,CRS149,9,6,21,39,75,B+,8
MRK8650,STU0865,CRS150,10,4,20,35,69,B,7
MRK8651,STU0866,CRS141,7,10,23,45,85,A,9
MRK8652,STU0866,CRS142,9,4,27,35,75,B+,8
MRK8653,STU0866,CRS143,6,9,26,25,66,B,7
MRK8654,STU0866,CRS144,5,5,12,46,68,B,7
MRK8655,STU0866,CRS145,10,4,19,48,81,A,9
MRK8656,STU0866,CRS146,7,8,29,33,77,B+,8
MRK8657,STU0866,CRS147,9,10,20,45,84,A,9
MRK8658,STU0866,CRS148,9,4,28,40,81,A,9
MRK8659,STU0866,CRS149,6,4,24,28,62,B,7
MRK8660,STU0866,CRS150,10,7,30,45,92,A+,10
MRK8661,STU0867,CRS141,5,9,12,41,67,B,7
MRK8662,STU0867,CRS142,7,7,30,31,75,B+,8
MRK8663,STU0867,CRS143,9,4,24,31,68,B,7
MRK8664,STU0867,CRS144,8,7,22,33,70,B+,8
MRK8665,STU0867,CRS145,8,5,30,46,89,A,9
MRK8666,STU0867,CRS146,6,6,17,18,47,D,5
MRK8667,STU0867,CRS147,9,10,28,45,92,A+,10
MRK8668,STU0867,CRS148,6,9,18,45,78,B+,8
MRK8669,STU0867,CRS149,9,5,18,48,80,A,9
MRK8670,STU0867,CRS150,6,8,12,22,48,D,5
MRK8671,STU0868,CRS141,10,4,20,25,59,C,6
MRK8672,STU0868,CRS142,6,7,11,23,47,D,5
MRK8673,STU0868,CRS143,10,10,29,40,89,A,9
MRK8674,STU0868,CRS144,10,10,16,42,78,B+,8
MRK8675,STU0868,CRS145,6,10,11,49,76,B+,8
MRK8676,STU0868,CRS146,7,7,25,34,73,B+,8
MRK8677,STU0868,CRS147,10,8,29,29,76,B+,8
MRK8678,STU0868,CRS148,9,8,26,35,78,B+,8
MRK8679,STU0868,CRS149,5,4,28,39,76,B+,8
MRK8680,STU0868,CRS150,5,9,22,27,63,B,7
MRK8681,STU0869,CRS141,7,4,15,29,55,C,6
MRK8682,STU0869,CRS142,10,8,13,22,53,C,6
MRK8683,STU0869,CRS143,7,6,26,20,59,C,6
MRK8684,STU0869,CRS144,9,6,26,32,73,B+,8
MRK8685,STU0869,CRS145,5,5,19,44,73,B+,8
MRK8686,STU0869,CRS146,7,4,15,21,47,D,5
MRK8687,STU0869,CRS147,7,4,17,31,59,C,6
MRK8688,STU0869,CRS148,7,4,28,30,69,B,7
MRK8689,STU0869,CRS149,8,6,12,36,62,B,7
MRK8690,STU0869,CRS150,9,7,21,32,69,B,7
MRK8691,STU0870,CRS141,7,10,12,32,61,B,7
MRK8692,STU0870,CRS142,5,5,29,38,77,B+,8
MRK8693,STU0870,CRS143,9,10,27,49,95,A+,10
MRK8694,STU0870,CRS144,7,8,24,33,72,B+,8
MRK8695,STU0870,CRS145,10,8,22,36,76,B+,8
MRK8696,STU0870,CRS146,10,9,16,41,76,B+,8
MRK8697,STU0870,CRS147,7,7,22,22,58,C,6
MRK8698,STU0870,CRS148,9,8,25,30,72,B+,8
MRK8699,STU0870,CRS149,8,5,13,19,45,D,5
MRK8700,STU0870,CRS150,5,6,12,29,52,C,6
MRK8701,STU0871,CRS141,6,4,18,49,77,B+,8
MRK8702,STU0871,CRS142,8,9,23,35,75,B+,8
MRK8703,STU0871,CRS143,9,10,15,18,52,C,6
MRK8704,STU0871,CRS144,8,6,16,30,60,B,7
MRK8705,STU0871,CRS145,9,8,20,26,63,B,7
MRK8706,STU0871,CRS146,9,4,14,20,47,D,5
MRK8707,STU0871,CRS147,8,6,17,41,72,B+,8
MRK8708,STU0871,CRS148,6,9,12,30,57,C,6
MRK8709,STU0871,CRS149,5,4,28,24,61,B,7
MRK8710,STU0871,CRS150,10,5,20,36,71,B+,8
MRK8711,STU0872,CRS141,6,7,12,43,68,B,7
MRK8712,STU0872,CRS142,10,6,29,23,68,B,7
MRK8713,STU0872,CRS143,8,8,30,49,95,A+,10
MRK8714,STU0872,CRS144,9,10,30,39,88,A,9
MRK8715,STU0872,CRS145,10,8,20,18,56,C,6
MRK8716,STU0872,CRS146,9,5,14,24,52,C,6
MRK8717,STU0872,CRS147,9,10,22,43,84,A,9
MRK8718,STU0872,CRS148,5,8,25,36,74,B+,8
MRK8719,STU0872,CRS149,10,10,24,33,77,B+,8
MRK8720,STU0872,CRS150,8,4,10,48,70,B+,8
MRK8721,STU0873,CRS141,6,10,21,38,75,B+,8
MRK8722,STU0873,CRS142,10,7,14,39,70,B+,8
MRK8723,STU0873,CRS143,9,9,21,25,64,B,7
MRK8724,STU0873,CRS144,7,4,21,21,53,C,6
MRK8725,STU0873,CRS145,6,9,12,44,71,B+,8
MRK8726,STU0873,CRS146,10,9,10,34,63,B,7
MRK8727,STU0873,CRS147,5,10,23,22,60,B,7
MRK8728,STU0873,CRS148,10,10,10,34,64,B,7
MRK8729,STU0873,CRS149,7,10,21,31,69,B,7
MRK8730,STU0873,CRS150,6,8,26,25,65,B,7
MRK8731,STU0874,CRS141,5,4,15,47,71,B+,8
MRK8732,STU0874,CRS142,6,8,11,29,54,C,6
MRK8733,STU0874,CRS143,9,6,30,29,74,B+,8
MRK8734,STU0874,CRS144,5,6,26,38,75,B+,8
MRK8735,STU0874,CRS145,6,4,11,32,53,C,6
MRK8736,STU0874,CRS146,8,4,15,19,46,D,5
MRK8737,STU0874,CRS147,5,5,17,30,57,C,6
MRK8738,STU0874,CRS148,8,10,23,49,90,A+,10
MRK8739,STU0874,CRS149,9,4,11,33,57,C,6
MRK8740,STU0874,CRS150,7,7,20,21,55,C,6
MRK8741,STU0875,CRS141,10,6,24,39,79,B+,8
MRK8742,STU0875,CRS142,10,7,30,41,88,A,9
MRK8743,STU0875,CRS143,9,10,20,38,77,B+,8
MRK8744,STU0875,CRS144,6,7,10,26,49,D,5
MRK8745,STU0875,CRS145,7,5,23,26,61,B,7
MRK8746,STU0875,CRS146,5,7,25,32,69,B,7
MRK8747,STU0875,CRS147,9,7,24,35,75,B+,8
MRK8748,STU0875,CRS148,10,5,23,25,63,B,7
MRK8749,STU0875,CRS149,9,4,25,24,62,B,7
