Attendance_ID,Student_ID,Course_ID,Classes_Conducted,Classes_Attended,Attendance_Percentage
ATT2446,STU0245,CRS046,45,36,80.0
ATT2447,STU0245,CRS047,45,36,80.0
ATT2448,STU0245,CRS048,45,36,80.0
ATT2449,STU0245,CRS049,45,36,80.0
ATT2450,STU0245,CRS050,45,36,80.0
ATT2451,STU0246,CRS041,45,40,88.89
ATT2452,STU0246,CRS042,45,40,88.89
ATT2453,STU0246,CRS043,45,40,88.89
ATT2454,STU0246,CRS044,45,40,88.89
ATT2455,STU0246,CRS045,45,40,88.89
ATT2456,STU0246,CRS046,45,40,88.89
ATT2457,STU0246,CRS047,45,40,88.89
ATT2458,STU0246,CRS048,45,40,88.89
ATT2459,STU0246,CRS049,45,40,88.89
ATT2460,STU0246,CRS050,45,40,88.89
ATT2461,STU0247,CRS041,45,38,84.44
ATT2462,STU0247,CRS042,45,38,84.44
ATT2463,STU0247,CRS043,45,38,84.44
ATT2464,STU0247,CRS044,45,38,84.44
ATT2465,STU0247,CRS045,45,38,84.44
ATT2466,STU0247,CRS046,45,38,84.44
ATT2467,STU0247,CRS047,45,38,84.44
ATT2468,STU0247,CRS048,45,38,84.44
ATT2469,STU0247,CRS049,45,38,84.44
ATT2470,STU0247,CRS050,45,38,84.44
ATT2471,STU0248,CRS041,45,38,84.44
ATT2472,STU0248,CRS042,45,38,84.44
ATT2473,STU0248,CRS043,45,38,84.44
ATT2474,STU0248,CRS044,45,38,84.44
ATT2475,STU0248,CRS045,45,38,84.44
ATT2476,STU0248,CRS046,45,38,84.44
ATT2477,STU0248,CRS047,45,38,84.44
ATT2478,STU0248,CRS048,45,38,84.44
ATT2479,STU0248,CRS049,45,38,84.44
ATT2480,STU0248,CRS050,45,38,84.44
ATT2481,STU0249,CRS041,45,42,93.33
ATT2482,STU0249,CRS042,45,42,93.33
ATT2483,STU0249,CRS043,45,42,93.33
ATT2484,STU0249,CRS044,45,42,93.33
ATT2485,STU0249,CRS045,45,42,93.33
ATT2486,STU0249,CRS046,45,42,93.33
ATT2487,STU0249,CRS047,45,42,93.33
ATT2488,STU0249,CRS048,45,42,93.33
ATT2489,STU0249,CRS049,45,42,93.33
ATT2490,STU0249,CRS050,45,42,93.33
ATT2491,STU0250,CRS041,45,40,88.89
ATT2492,STU0250,CRS042,45,40,88.89
ATT2493,STU0250,CRS043,45,40,88.89
ATT2494,STU0250,CRS044,45,40,88.89
ATT2495,STU0250,CRS045,45,40,88.89
ATT2496,STU0250,CRS046,45,40,88.89
ATT2497,STU0250,CRS047,45,40,88.89
ATT2498,STU0250,CRS048,45,40,88.89
ATT2499,STU0250,CRS049,45,40,88.89
ATT2500,STU0250,CRS050,45,40,88.89
ATT2501,STU0251,CRS041,45,34,75.56
ATT2502,STU0251,CRS042,45,34,75.56
ATT2503,STU0251,CRS043,45,34,75.56
ATT2504,STU0251,CRS044,45,34,75.56
ATT2505,STU0251,CRS045,45,34,75.56
ATT2506,STU0251,CRS046,45,34,75.56
ATT2507,STU0251,CRS047,45,34,75.56
ATT2508,STU0251,CRS048,45,34,75.56
ATT2509,STU0251,CRS049,45,34,75.56
ATT2510,STU0251,CRS050,45,34,75.56
ATT2511,STU0252,CRS041,45,34,75.56
ATT2512,STU0252,CRS042,45,34,75.56
ATT2513,STU0252,CRS043,45,34,75.56
ATT2514,STU0252,CRS044,45,34,75.56
ATT2515,STU0252,CRS045,45,34,75.56
ATT2516,STU0252,CRS046,45,34,75.56
ATT2517,STU0252,CRS047,45,34,75.56
ATT2518,STU0252,CRS048,45,34,75.56
ATT2519,STU0252,CRS049,45,34,75.56
ATT2520,STU0252,CRS050,45,34,75.56
ATT2521,STU0253,CRS041,45,44,97.78
ATT2522,STU0253,CRS042,45,44,97.78
ATT2523,STU0253,CRS043,45,44,97.78
ATT2524,STU0253,CRS044,45,44,97.78
ATT2525,STU0253,CRS045,45,44,97.78
ATT2526,STU0253,CRS046,45,44,97.78
ATT2527,STU0253,CRS047,45,44,97.78
ATT2528,STU0253,CRS048,45,44,97.78
ATT2529,STU0253,CRS049,45,44,97.78
ATT2530,STU0253,CRS050,45,44,97.78
ATT2531,STU0254,CRS041,45,42,93.33
ATT2532,STU0254,CRS042,45,42,93.33
ATT2533,STU0254,CRS043,45,42,93.33
ATT2534,STU0254,CRS044,45,42,93.33
ATT2535,STU0254,CRS045,45,42,93.33
ATT2536,STU0254,CRS046,45,42,93.33
ATT2537,STU0254,CRS047,45,42,93.33
ATT2538,STU0254,CRS048,45,42,93.33
ATT2539,STU0254,CRS049,45,42,93.33
ATT2540,STU0254,CRS050,45,42,93.33
ATT2541,STU0255,CRS041,45,44,97.78
ATT2542,STU0255,CRS042,45,44,97.78
ATT2543,STU0255,CRS043,45,44,97.78
ATT2544,STU0255,CRS044,45,44,97.78
ATT2545,STU0255,CRS045,45,44,97.78
ATT2546,STU0255,CRS046,45,44,97.78
ATT2547,STU0255,CRS047,45,44,97.78
ATT2548,STU0255,CRS048,45,44,97.78
ATT2549,STU0255,CRS049,45,44,97.78
ATT2550,STU0255,CRS050,45,44,97.78
ATT2551,STU0256,CRS041,45,43,95.56
ATT2552,STU0256,CRS042,45,43,95.56
ATT2553,STU0256,CRS043,45,43,95.56
ATT2554,STU0256,CRS044,45,43,95.56
ATT2555,STU0256,CRS045,45,43,95.56
ATT2556,STU0256,CRS046,45,43,95.56
ATT2557,STU0256,CRS047,45,43,95.56
ATT2558,STU0256,CRS048,45,43,95.56
ATT2559,STU0256,CRS049,45,43,95.56
ATT2560,STU0256,CRS050,45,43,95.56
ATT2561,STU0257,CRS041,45,38,84.44
ATT2562,STU0257,CRS042,45,38,84.44
ATT2563,STU0257,CRS043,45,38,84.44
ATT2564,STU0257,CRS044,45,38,84.44
ATT2565,STU0257,CRS045,45,38,84.44
ATT2566,STU0257,CRS046,45,38,84.44
ATT2567,STU0257,CRS047,45,38,84.44
ATT2568,STU0257,CRS048,45,38,84.44
ATT2569,STU0257,CRS049,45,38,84.44
ATT2570,STU0257,CRS050,45,38,84.44
ATT2571,STU0258,CRS041,45,44,97.78
ATT2572,STU0258,CRS042,45,44,97.78
ATT2573,STU0258,CRS043,45,44,97.78
ATT2574,STU0258,CRS044,45,44,97.78
ATT2575,STU0258,CRS045,45,44,97.78
ATT2576,STU0258,CRS046,45,44,97.78
ATT2577,STU0258,CRS047,45,44,97.78
ATT2578,STU0258,CRS048,45,44,97.78
ATT2579,STU0258,CRS049,45,44,97.78
ATT2580,STU0258,CRS050,45,44,97.78
ATT2581,STU0259,CRS041,45,42,93.33
ATT2582,STU0259,CRS042,45,42,93.33
ATT2583,STU0259,CRS043,45,42,93.33
ATT2584,STU0259,CRS044,45,42,93.33
ATT2585,STU0259,CRS045,45,42,93.33
ATT2586,STU0259,CRS046,45,42,93.33
ATT2587,STU0259,CRS047,45,42,93.33
ATT2588,STU0259,CRS048,45,42,93.33
ATT2589,STU0259,CRS049,45,42,93.33
ATT2590,STU0259,CRS050,45,42,93.33
ATT2591,STU0260,CRS041,45,39,86.67
ATT2592,STU0260,CRS042,45,39,86.67
ATT2593,STU0260,CRS043,45,39,86.67
ATT2594,STU0260,CRS044,45,39,86.67
ATT2595,STU0260,CRS045,45,39,86.67
ATT2596,STU0260,CRS046,45,39,86.67
ATT2597,STU0260,CRS047,45,39,86.67
ATT2598,STU0260,CRS048,45,39,86.67
ATT2599,STU0260,CRS049,45,39,86.67
ATT2600,STU0260,CRS050,45,39,86.67
ATT2601,STU0261,CRS041,45,41,91.11
ATT2602,STU0261,CRS042,45,41,91.11
ATT2603,STU0261,CRS043,45,41,91.11
ATT2604,STU0261,CRS044,45,41,91.11
ATT2605,STU0261,CRS045,45,41,91.11
ATT2606,STU0261,CRS046,45,41,91.11
ATT2607,STU0261,CRS047,45,41,91.11
ATT2608,STU0261,CRS048,45,41,91.11
ATT2609,STU0261,CRS049,45,41,91.11
ATT2610,STU0261,CRS050,45,41,91.11
ATT2611,STU0262,CRS041,45,44,97.78
ATT2612,STU0262,CRS042,45,44,97.78
ATT2613,STU0262,CRS043,45,44,97.78
ATT2614,STU0262,CRS044,45,44,97.78
ATT2615,STU0262,CRS045,45,44,97.78
ATT2616,STU0262,CRS046,45,44,97.78
ATT2617,STU0262,CRS047,45,44,97.78
ATT2618,STU0262,CRS048,45,44,97.78
ATT2619,STU0262,CRS049,45,44,97.78
ATT2620,STU0262,CRS050,45,44,97.78
ATT2621,STU0263,CRS041,45,37,82.22
ATT2622,STU0263,CRS042,45,37,82.22
ATT2623,STU0263,CRS043,45,37,82.22
ATT2624,STU0263,CRS044,45,37,82.22
ATT2625,STU0263,CRS045,45,37,82.22
ATT2626,STU0263,CRS046,45,37,82.22
ATT2627,STU0263,CRS047,45,37,82.22
ATT2628,STU0263,CRS048,45,37,82.22
ATT2629,STU0263,CRS049,45,37,82.22
ATT2630,STU0263,CRS050,45,37,82.22
ATT2631,STU0264,CRS041,45,35,77.78
ATT2632,STU0264,CRS042,45,35,77.78
ATT2633,STU0264,CRS043,45,35,77.78
ATT2634,STU0264,CRS044,45,35,77.78
ATT2635,STU0264,CRS045,45,35,77.78
ATT2636,STU0264,CRS046,45,35,77.78
ATT2637,STU0264,CRS047,45,35,77.78
ATT2638,STU0264,CRS048,45,35,77.78
ATT2639,STU0264,CRS049,45,35,77.78
ATT2640,STU0264,CRS050,45,35,77.78
ATT2641,STU0265,CRS041,45,43,95.56
ATT2642,STU0265,CRS042,45,43,95.56
ATT2643,STU0265,CRS043,45,43,95.56
ATT2644,STU0265,CRS044,45,43,95.56
ATT2645,STU0265,CRS045,45,43,95.56
ATT2646,STU0265,CRS046,45,43,95.56
ATT2647,STU0265,CRS047,45,43,95.56
ATT2648,STU0265,CRS048,45,43,95.56
ATT2649,STU0265,CRS049,45,43,95.56
ATT2650,STU0265,CRS050,45,43,95.56
ATT2651,STU0266,CRS041,45,41,91.11
ATT2652,STU0266,CRS042,45,41,91.11
ATT2653,STU0266,CRS043,45,41,91.11
ATT2654,STU0266,CRS044,45,41,91.11
ATT2655,STU0266,CRS045,45,41,91.11
ATT2656,STU0266,CRS046,45,41,91.11
ATT2657,STU0266,CRS047,45,41,91.11
ATT2658,STU0266,CRS048,45,41,91.11
ATT2659,STU0266,CRS049,45,41,91.11
ATT2660,STU0266,CRS050,45,41,91.11
ATT2661,STU0267,CRS041,45,43,95.56
ATT2662,STU0267,CRS042,45,43,95.56
ATT2663,STU0267,CRS043,45,43,95.56
ATT2664,STU0267,CRS044,45,43,95.56
ATT2665,STU0267,CRS045,45,43,95.56
ATT2666,STU0267,CRS046,45,43,95.56
ATT2667,STU0267,CRS047,45,43,95.56
ATT2668,STU0267,CRS048,45,43,95.56
ATT2669,STU0267,CRS049,45,43,95.56
ATT2670,STU0267,CRS050,45,43,95.56
ATT2671,STU0268,CRS041,45,43,95.56
ATT2672,STU0268,CRS042,45,43,95.56
ATT2673,STU0268,CRS043,45,43,95.56
ATT2674,STU0268,CRS044,45,43,95.56
ATT2675,STU0268,CRS045,45,43,95.56
ATT2676,STU0268,CRS046,45,43,95.56
ATT2677,STU0268,CRS047,45,43,95.56
ATT2678,STU0268,CRS048,45,43,95.56
ATT2679,STU0268,CRS049,45,43,95.56
ATT2680,STU0268,CRS050,45,43,95.56
ATT2681,STU0269,CRS041,45,36,80.0
ATT2682,STU0269,CRS042,45,36,80.0
ATT2683,STU0269,CRS043,45,36,80.0
ATT2684,STU0269,CRS044,45,36,80.0
ATT2685,STU0269,CRS045,45,36,80.0
ATT2686,STU0269,CRS046,45,36,80.0
ATT2687,STU0269,CRS047,45,36,80.0
ATT2688,STU0269,CRS048,45,36,80.0
ATT2689,STU0269,CRS049,45,36,80.0
ATT2690,STU0269,CRS050,45,36,80.0
ATT2691,STU0270,CRS041,45,36,80.0
ATT2692,STU0270,CRS042,45,36,80.0
ATT2693,STU0270,CRS043,45,36,80.0
ATT2694,STU0270,CRS044,45,36,80.0
ATT2695,STU0270,CRS045,45,36,80.0
ATT2696,STU0270,CRS046,45,36,80.0
ATT2697,STU0270,CRS047,45,36,80.0
ATT2698,STU0270,CRS048,45,36,80.0
ATT2699,STU0270,CRS049,45,36,80.0
ATT2700,STU0270,CRS050,45,36,80.0
ATT2701,STU0271,CRS041,45,35,77.78
ATT2702,STU0271,CRS042,45,35,77.78
ATT2703,STU0271,CRS043,45,35,77.78
ATT2704,STU0271,CRS044,45,35,77.78
ATT2705,STU0271,CRS045,45,35,77.78
ATT2706,STU0271,CRS046,45,35,77.78
ATT2707,STU0271,CRS047,45,35,77.78
ATT2708,STU0271,CRS048,45,35,77.78
ATT2709,STU0271,CRS049,45,35,77.78
ATT2710,STU0271,CRS050,45,35,77.78
ATT2711,STU0272,CRS041,45,44,97.78
ATT2712,STU0272,CRS042,45,44,97.78
ATT2713,STU0272,CRS043,45,44,97.78
ATT2714,STU0272,CRS044,45,44,97.78
ATT2715,STU0272,CRS045,45,44,97.78
ATT2716,STU0272,CRS046,45,44,97.78
ATT2717,STU0272,CRS047,45,44,97.78
ATT2718,STU0272,CRS048,45,44,97.78
ATT2719,STU0272,CRS049,45,44,97.78
ATT2720,STU0272,CRS050,45,44,97.78
ATT2721,STU0273,CRS041,45,37,82.22
ATT2722,STU0273,CRS042,45,37,82.22
ATT2723,STU0273,CRS043,45,37,82.22
ATT2724,STU0273,CRS044,45,37,82.22
ATT2725,STU0273,CRS045,45,37,82.22
ATT2726,STU0273,CRS046,45,37,82.22
ATT2727,STU0273,CRS047,45,37,82.22
ATT2728,STU0273,CRS048,45,37,82.22
ATT2729,STU0273,CRS049,45,37,82.22
ATT2730,STU0273,CRS050,45,37,82.22
ATT2731,STU0274,CRS041,45,41,91.11
ATT2732,STU0274,CRS042,45,41,91.11
ATT2733,STU0274,CRS043,45,41,91.11
ATT2734,STU0274,CRS044,45,41,91.11
ATT2735,STU0274,CRS045,45,41,91.11
ATT2736,STU0274,CRS046,45,41,91.11
ATT2737,STU0274,CRS047,45,41,91.11
ATT2738,STU0274,CRS048,45,41,91.11
ATT2739,STU0274,CRS049,45,41,91.11
ATT2740,STU0274,CRS050,45,41,91.11
ATT2741,STU0275,CRS041,45,38,84.44
ATT2742,STU0275,CRS042,45,38,84.44
ATT2743,STU0275,CRS043,45,38,84.44
ATT2744,STU0275,CRS044,45,38,84.44
ATT2745,STU0275,CRS045,45,38,84.44
ATT2746,STU0275,CRS046,45,38,84.44
ATT2747,STU0275,CRS047,45,38,84.44
ATT2748,STU0275,CRS048,45,38,84.44
ATT2749,STU0275,CRS049,45,38,84.44
ATT2750,STU0275,CRS050,45,38,84.44
ATT2751,STU0276,CRS041,45,37,82.22
ATT2752,STU0276,CRS042,45,37,82.22
ATT2753,STU0276,CRS043,45,37,82.22
ATT2754,STU0276,CRS044,45,37,82.22
ATT2755,STU0276,CRS045,45,37,82.22
ATT2756,STU0276,CRS046,45,37,82.22
ATT2757,STU0276,CRS047,45,37,82.22
ATT2758,STU0276,CRS048,45,37,82.22
ATT2759,STU0276,CRS049,45,37,82.22
ATT2760,STU0276,CRS050,45,37,82.22
ATT2761,STU0277,CRS041,45,42,93.33
ATT2762,STU0277,CRS042,45,42,93.33
ATT2763,STU0277,CRS043,45,42,93.33
ATT2764,STU0277,CRS044,45,42,93.33
ATT2765,STU0277,CRS045,45,42,93.33
ATT2766,STU0277,CRS046,45,42,93.33
ATT2767,STU0277,CRS047,45,42,93.33
ATT2768,STU0277,CRS048,45,42,93.33
ATT2769,STU0277,CRS049,45,42,93.33
ATT2770,STU0277,CRS050,45,42,93.33
ATT2771,STU0278,CRS041,45,38,84.44
ATT2772,STU0278,CRS042,45,38,84.44
ATT2773,STU0278,CRS043,45,38,84.44
ATT2774,STU0278,CRS044,45,38,84.44
ATT2775,STU0278,CRS045,45,38,84.44
ATT2776,STU0278,CRS046,45,38,84.44
ATT2777,STU0278,CRS047,45,38,84.44
ATT2778,STU0278,CRS048,45,38,84.44
ATT2779,STU0278,CRS049,45,38,84.44
ATT2780,STU0278,CRS050,45,38,84.44
ATT2781,STU0279,CRS041,45,40,88.89
ATT2782,STU0279,CRS042,45,40,88.89
ATT2783,STU0279,CRS043,45,40,88.89
ATT2784,STU0279,CRS044,45,40,88.89
ATT2785,STU0279,CRS045,45,40,88.89
ATT2786,STU0279,CRS046,45,40,88.89
ATT2787,STU0279,CRS047,45,40,88.89
ATT2788,STU0279,CRS048,45,40,88.89
ATT2789,STU0279,CRS049,45,40,88.89
ATT2790,STU0279,CRS050,45,40,88.89
ATT2791,STU0280,CRS041,45,40,88.89
ATT2792,STU0280,CRS042,45,40,88.89
ATT2793,STU0280,CRS043,45,40,88.89
ATT2794,STU0280,CRS044,45,40,88.89
ATT2795,STU0280,CRS045,45,40,88.89
ATT2796,STU0280,CRS046,45,40,88.89
ATT2797,STU0280,CRS047,45,40,88.89
ATT2798,STU0280,CRS048,45,40,88.89
ATT2799,STU0280,CRS049,45,40,88.89
ATT2800,STU0280,CRS050,45,40,88.89
ATT2801,STU0281,CRS041,45,40,88.89
ATT2802,STU0281,CRS042,45,40,88.89
ATT2803,STU0281,CRS043,45,40,88.89
ATT2804,STU0281,CRS044,45,40,88.89
ATT2805,STU0281,CRS045,45,40,88.89
ATT2806,STU0281,CRS046,45,40,88.89
ATT2807,STU0281,CRS047,45,40,88.89
ATT2808,STU0281,CRS048,45,40,88.89
ATT2809,STU0281,CRS049,45,40,88.89
ATT2810,STU0281,CRS050,45,40,88.89
ATT2811,STU0282,CRS041,45,41,91.11
ATT2812,STU0282,CRS042,45,41,91.11
ATT2813,STU0282,CRS043,45,41,91.11
ATT2814,STU0282,CRS044,45,41,91.11
ATT2815,STU0282,CRS045,45,41,91.11
ATT2816,STU0282,CRS046,45,41,91.11
ATT2817,STU0282,CRS047,45,41,91.11
ATT2818,STU0282,CRS048,45,41,91.11
ATT2819,STU0282,CRS049,45,41,91.11
ATT2820,STU0282,CRS050,45,41,91.11
ATT2821,STU0283,CRS041,45,36,80.0
ATT2822,STU0283,CRS042,45,36,80.0
ATT2823,STU0283,CRS043,45,36,80.0
ATT2824,STU0283,CRS044,45,36,80.0
ATT2825,STU0283,CRS045,45,36,80.0
ATT2826,STU0283,CRS046,45,36,80.0
ATT2827,STU0283,CRS047,45,36,80.0
ATT2828,STU0283,CRS048,45,36,80.0
ATT2829,STU0283,CRS049,45,36,80.0
ATT2830,STU0283,CRS050,45,36,80.0
ATT2831,STU0284,CRS041,45,42,93.33
ATT2832,STU0284,CRS042,45,42,93.33
ATT2833,STU0284,CRS043,45,42,93.33
ATT2834,STU0284,CRS044,45,42,93.33
ATT2835,STU0284,CRS045,45,42,93.33
ATT2836,STU0284,CRS046,45,42,93.33
ATT2837,STU0284,CRS047,45,42,93.33
ATT2838,STU0284,CRS048,45,42,93.33
ATT2839,STU0284,CRS049,45,42,93.33
ATT2840,STU0284,CRS050,45,42,93.33
ATT2841,STU0285,CRS041,45,35,77.78
ATT2842,STU0285,CRS042,45,35,77.78
ATT2843,STU0285,CRS043,45,35,77.78
ATT2844,STU0285,CRS044,45,35,77.78
ATT2845,STU0285,CRS045,45,35,77.78
ATT2846,STU0285,CRS046,45,35,77.78
ATT2847,STU0285,CRS047,45,35,77.78
ATT2848,STU0285,CRS048,45,35,77.78
ATT2849,STU0285,CRS049,45,35,77.78
ATT2850,STU0285,CRS050,45,35,77.78
ATT2851,STU0286,CRS041,45,43,95.56
ATT2852,STU0286,CRS042,45,43,95.56
ATT2853,STU0286,CRS043,45,43,95.56
ATT2854,STU0286,CRS044,45,43,95.56
ATT2855,STU0286,CRS045,45,43,95.56
ATT2856,STU0286,CRS046,45,43,95.56
ATT2857,STU0286,CRS047,45,43,95.56
ATT2858,STU0286,CRS048,45,43,95.56
ATT2859,STU0286,CRS049,45,43,95.56
ATT2860,STU0286,CRS050,45,43,95.56
ATT2861,STU0287,CRS041,45,37,82.22
ATT2862,STU0287,CRS042,45,37,82.22
ATT2863,STU0287,CRS043,45,37,82.22
ATT2864,STU0287,CRS044,45,37,82.22
ATT2865,STU0287,CRS045,45,37,82.22
ATT2866,STU0287,CRS046,45,37,82.22
ATT2867,STU0287,CRS047,45,37,82.22
ATT2868,STU0287,CRS048,45,37,82.22
ATT2869,STU0287,CRS049,45,37,82.22
ATT2870,STU0287,CRS050,45,37,82.22
ATT2871,STU0288,CRS041,45,34,75.56
ATT2872,STU0288,CRS042,45,34,75.56
ATT2873,STU0288,CRS043,45,34,75.56
ATT2874,STU0288,CRS044,45,34,75.56
ATT2875,STU0288,CRS045,45,34,75.56
ATT2876,STU0288,CRS046,45,34,75.56
ATT2877,STU0288,CRS047,45,34,75.56
ATT2878,STU0288,CRS048,45,34,75.56
ATT2879,STU0288,CRS049,45,34,75.56
ATT2880,STU0288,CRS050,45,34,75.56
ATT2881,STU0289,CRS041,45,44,97.78
ATT2882,STU0289,CRS042,45,44,97.78
ATT2883,STU0289,CRS043,45,44,97.78
ATT2884,STU0289,CRS044,45,44,97.78
ATT2885,STU0289,CRS045,45,44,97.78
ATT2886,STU0289,CRS046,45,44,97.78
ATT2887,STU0289,CRS047,45,44,97.78
ATT2888,STU0289,CRS048,45,44,97.78
ATT2889,STU0289,CRS049,45,44,97.78
ATT2890,STU0289,CRS050,45,44,97.78
ATT2891,STU0290,CRS041,45,42,93.33
ATT2892,STU0290,CRS042,45,42,93.33
ATT2893,STU0290,CRS043,45,42,93.33
ATT2894,STU0290,CRS044,45,42,93.33
ATT2895,STU0290,CRS045,45,42,93.33
ATT2896,STU0290,CRS046,45,42,93.33
ATT2897,STU0290,CRS047,45,42,93.33
ATT2898,STU0290,CRS048,45,42,93.33
ATT2899,STU0290,CRS049,45,42,93.33
ATT2900,STU0290,CRS050,45,42,93.33
ATT2901,STU0291,CRS041,45,42,93.33
ATT2902,STU0291,CRS042,45,42,93.33
ATT2903,STU0291,CRS043,45,42,93.33
ATT2904,STU0291,CRS044,45,42,93.33
ATT2905,STU0291,CRS045,45,42,93.33
ATT2906,STU0291,CRS046,45,42,93.33
ATT2907,STU0291,CRS047,45,42,93.33
ATT2908,STU0291,CRS048,45,42,93.33
ATT2909,STU0291,CRS049,45,42,93.33
ATT2910,STU0291,CRS050,45,42,93.33
ATT2911,STU0292,CRS041,45,43,95.56
ATT2912,STU0292,CRS042,45,43,95.56
ATT2913,STU0292,CRS043,45,43,95.56
ATT2914,STU0292,CRS044,45,43,95.56
ATT2915,STU0292,CRS045,45,43,95.56
ATT2916,STU0292,CRS046,45,43,95.56
ATT2917,STU0292,CRS047,45,43,95.56
ATT2918,STU0292,CRS048,45,43,95.56
ATT2919,STU0292,CRS049,45,43,95.56
ATT2920,STU0292,CRS050,45,43,95.56
ATT2921,STU0293,CRS041,45,36,80.0
ATT2922,STU0293,CRS042,45,36,80.0
ATT2923,STU0293,CRS043,45,36,80.0
ATT2924,STU0293,CRS044,45,36,80.0
ATT2925,STU0293,CRS045,45,36,80.0
ATT2926,STU0293,CRS046,45,36,80.0
ATT2927,STU0293,CRS047,45,36,80.0
ATT2928,STU0293,CRS048,45,36,80.0
ATT2929,STU0293,CRS049,45,36,80.0
ATT2930,STU0293,CRS050,45,36,80.0
ATT2931,STU0294,CRS041,45,34,75.56
ATT2932,STU0294,CRS042,45,34,75.56
ATT2933,STU0294,CRS043,45,34,75.56
ATT2934,STU0294,CRS044,45,34,75.56
ATT2935,STU0294,CRS045,45,34,75.56
ATT2936,STU0294,CRS046,45,34,75.56
ATT2937,STU0294,CRS047,45,34,75.56
ATT2938,STU0294,CRS048,45,34,75.56
ATT2939,STU0294,CRS049,45,34,75.56
ATT2940,STU0294,CRS050,45,34,75.56
ATT2941,STU0295,CRS041,45,44,97.78
ATT2942,STU0295,CRS042,45,44,97.78
ATT2943,STU0295,CRS043,45,44,97.78
ATT2944,STU0295,CRS044,45,44,97.78
ATT2945,STU0295,CRS045,45,44,97.78
ATT2946,STU0295,CRS046,45,44,97.78
ATT2947,STU0295,CRS047,45,44,97.78
ATT2948,STU0295,CRS048,45,44,97.78
ATT2949,STU0295,CRS049,45,44,97.78
ATT2950,STU0295,CRS050,45,44,97.78
ATT2951,STU0296,CRS041,45,44,97.78
ATT2952,STU0296,CRS042,45,44,97.78
ATT2953,STU0296,CRS043,45,44,97.78
ATT2954,STU0296,CRS044,45,44,97.78
ATT2955,STU0296,CRS045,45,44,97.78
ATT2956,STU0296,CRS046,45,44,97.78
ATT2957,STU0296,CRS047,45,44,97.78
ATT2958,STU0296,CRS048,45,44,97.78
ATT2959,STU0296,CRS049,45,44,97.78
ATT2960,STU0296,CRS050,45,44,97.78
ATT2961,STU0297,CRS041,45,39,86.67
ATT2962,STU0297,CRS042,45,39,86.67
ATT2963,STU0297,CRS043,45,39,86.67
ATT2964,STU0297,CRS044,45,39,86.67
ATT2965,STU0297,CRS045,45,39,86.67
ATT2966,STU0297,CRS046,45,39,86.67
ATT2967,STU0297,CRS047,45,39,86.67
ATT2968,STU0297,CRS048,45,39,86.67
ATT2969,STU0297,CRS049,45,39,86.67
ATT2970,STU0297,CRS050,45,39,86.67
ATT2971,STU0298,CRS041,45,37,82.22
ATT2972,STU0298,CRS042,45,37,82.22
ATT2973,STU0298,CRS043,45,37,82.22
ATT2974,STU0298,CRS044,45,37,82.22
ATT2975,STU0298,CRS045,45,37,82.22
ATT2976,STU0298,CRS046,45,37,82.22
ATT2977,STU0298,CRS047,45,37,82.22
ATT2978,STU0298,CRS048,45,37,82.22
ATT2979,STU0298,CRS049,45,37,82.22
ATT2980,STU0298,CRS050,45,37,82.22
ATT2981,STU0299,CRS041,45,41,91.11
ATT2982,STU0299,CRS042,45,41,91.11
ATT2983,STU0299,CRS043,45,41,91.11
ATT2984,STU0299,CRS044,45,41,91.11
ATT2985,STU0299,CRS045,45,41,91.11
ATT2986,STU0299,CRS046,45,41,91.11
ATT2987,STU0299,CRS047,45,41,91.11
ATT2988,STU0299,CRS048,45,41,91.11
ATT2989,STU0299,CRS049,45,41,91.11
ATT2990,STU0299,CRS050,45,41,91.11
ATT2991,STU0300,CRS041,45,34,75.56
ATT2992,STU0300,CRS042,45,34,75.56
ATT2993,STU0300,CRS043,45,34,75.56
ATT2994,STU0300,CRS044,45,34,75.56
ATT2995,STU0300,CRS045,45,34,75.56
ATT2996,STU0300,CRS046,45,34,75.56
ATT2997,STU0300,CRS047,45,34,75.56
ATT2998,STU0300,CRS048,45,34,75.56
ATT2999,STU0300,CRS049,45,34,75.56
ATT3000,STU0300,CRS050,45,34,75.56
ATT3001,STU0301,CRS051,45,34,75.56
ATT3002,STU0301,CRS052,45,34,75.56
ATT3003,STU0301,CRS053,45,34,75.56
ATT3004,STU0301,CRS054,45,34,75.56
ATT3005,STU0301,CRS055,45,34,75.56
ATT3006,STU0301,CRS056,45,34,75.56
ATT3007,STU0301,CRS057,45,34,75.56
ATT3008,STU0301,CRS058,45,34,75.56
ATT3009,STU0301,CRS059,45,34,75.56
ATT3010,STU0301,CRS060,45,34,75.56
ATT3011,STU0302,CRS051,45,39,86.67
ATT3012,STU0302,CRS052,45,39,86.67
ATT3013,STU0302,CRS053,45,39,86.67
ATT3014,STU0302,CRS054,45,39,86.67
ATT3015,STU0302,CRS055,45,39,86.67
ATT3016,STU0302,CRS056,45,39,86.67
ATT3017,STU0302,CRS057,45,39,86.67
ATT3018,STU0302,CRS058,45,39,86.67
ATT3019,STU0302,CRS059,45,39,86.67
ATT3020,STU0302,CRS060,45,39,86.67
ATT3021,STU0303,CRS051,45,41,91.11
ATT3022,STU0303,CRS052,45,41,91.11
ATT3023,STU0303,CRS053,45,41,91.11
ATT3024,STU0303,CRS054,45,41,91.11
ATT3025,STU0303,CRS055,45,41,91.11
ATT3026,STU0303,CRS056,45,41,91.11
